0:0:0:0:0:0:0:1 - - [18/cze/2012:22:28:13 +0200] "GET /?_=1340051293171 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
192.168.2.6 - - [18/cze/2012:22:29:06 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:07 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:09 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:09 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:09 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:09 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:09 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:09 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:09 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:10 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:11 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:29:21 +0200] "GET /plugins/Admin HTTP/1.1" 200 0 "http://localhost:7474/plugins/Admin/shutdown" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:29:21 +0200] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:29:24 +0200] "POST /plugins/Admin/createDb HTTP/1.1" 200 0 "http://localhost:7474/plugins/Admin" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:29:24 +0200] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:26 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:29 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:30 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:32 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:43 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:45 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:46 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:58 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:59 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:59 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:59 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:59 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:59 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:59 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:29:59 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:00 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:30:00 +0200] "GET /plugins/Admin HTTP/1.1" 200 0 "http://localhost:7474/plugins/Admin/createDb" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:30:01 +0200] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:30:10 +0200] "POST /plugins/Admin/createDb HTTP/1.1" 200 0 "http://localhost:7474/plugins/Admin" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:30:10 +0200] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:30:12 +0200] "GET /plugins/Admin HTTP/1.1" 200 0 "http://localhost:7474/plugins/Admin/createDb" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:22:30:12 +0200] "GET /favicon.ico HTTP/1.1" 200 0 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:16 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:18 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/in HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:19 +0200] "GET /db/data/node/0/relationships/out HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:22 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:35 +0200] "POST /db/data/cypher HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/0/properties HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/0/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/0/relationships/all/SENSOR_CREATOR HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/0/relationships/all/INTELLI_HOME HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/0/relationships/all/DEVICE_CREATOR HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/0/relationships/all/ADMIN_LOGIN HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/0/relationships/all/SYSTEM_RIGHTS HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/1/ HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/1/relationships/all/SENSOR_CREATOR HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/1/relationships/all/INTELLI_HOME HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
192.168.2.6 - - [18/cze/2012:22:30:41 +0200] "GET /db/data/node/1/relationships/all/DEVICE_CREATOR HTTP/1.1" 200 0 "-" "Java/1.7.0_04"
